bkh_no,square_ft,resale,longitude,latitude,price,Dealer,Owner
2,1192.072716,1,18.142137,74.57283100000001,16.588099342704055,1,0
2,1200.0,1,16.338,80.439059,15.096444681204078,0,1
2,1150.086256,1,12.986987,77.736436,15.607270193858982,0,1
3,1335.311573,1,23.393362,85.36353100000001,15.319588176962746,0,1
3,2063.357204,1,12.95619,77.70194000000001,16.648723960844016,1,0
2,1156.905278,1,13.04034,77.591347,15.894952224644102,0,1
4,1954.697022,1,28.398408,77.056504,16.648723960844016,1,0
2,1205.908954,1,22.54111,88.33778000000001,15.894952224644102,1,0
2,911.1617312,1,12.842686,80.063733,15.201805169084134,0,1
2,728.5818369,1,19.05871,72.89969,16.648723960844016,1,0
2,1170.246874,1,30.662283,76.822397,15.11023799953124,0,1
3,1280.367695,1,22.882048,75.6803,15.176487367510099,0,1
2,1000.0,1,18.5422,73.1349,15.201805169084134,0,1
2,823.8507055,1,22.7,88.45,14.408837955728044,1,0
3,1965.188097,1,27.073397,75.594316,15.76142084987672,0,1
5,4601.226994,1,26.86056,80.91583,16.52356082573315,0,1
2,1127.094765,1,18.097689000000003,74.735239,15.843658936835498,1,0
2,975.0152346,1,18.5853,73.7413,15.671808704579888,1,0
1,1380.175659,1,21.105779,79.078497,15.520258832020865,1,0
2,950.1797637,1,13.23,77.7,15.123843647884687,0,1
1,1000.0,1,12.968029,74.90064699999999,14.845130332288226,0,1
5,4588.659456,1,28.506454,77.40956800000001,16.454567959008102,1,0
3,1486.084842,1,30.73528,76.79111,15.520258832020865,1,0
2,1149.602824,1,28.577673,77.389781,15.46609060566811,1,0
2,1017.369727,1,25.879721,86.587391,15.226497775576945,0,1
3,1354.916067,1,30.65,76.82,15.547166280113759,1,0
3,1930.261519,1,31.292091,75.543763,17.249497794707484,1,0
2,1250.0,1,18.651598,73.735448,15.64006001130563,1,0
2,1141.552511,1,19.02448,73.063476,16.300417291085605,1,0
2,850.1335924000001,1,22.498882,88.31755600000001,15.068273812173887,1,0
3,1034.958602,1,22.72,88.38,15.319588176962746,0,1
3,1549.333333,1,10.017,76.344,15.575091300945118,0,1
2,625.9328807,1,18.96,72.82,16.380459992348886,1,0
3,1350.074254,1,18.476532,73.820689,16.118095750958314,1,0
3,1880.020509,1,18.506,73.8319,16.906553056777135,1,0
2,1200.0,1,12.9377,80.2153,15.319588176962746,0,1
1,750.1071582000001,1,28.2102,76.8606,14.375126917328105,1,0
3,1675.722047,1,26.955346,75.73479300000001,15.583660332201646,1,0
3,1378.043179,1,24.69028,78.41889,17.216707972959764,1,0
2,858.0534445000001,1,12.985039,77.54383,15.76142084987672,1,0
3,1623.404255,1,28.429614,77.481711,15.84759853432223,1,0
3,1100.173712,1,23.201088,77.413045,15.150511887854474,1,0
2,1487.462813,1,26.54496,75.58396,15.068273812173887,0,1
2,1324.913323,1,28.394375,77.35722700000001,15.49260730578806,0,1
2,614.0550375,1,12.758604,77.700377,14.80876270134486,0,1
2,924.150988,0,11.026678,76.903583,15.870915521815869,0,0
2,950.1797637,1,26.507928000000003,80.296745,15.123843647884687,0,1
3,1689.569723,1,18.558319,73.77588,16.52356082573315,1,0
3,1687.010023,1,19.1955,72.8728,17.341871111992198,1,0
2,1250.0,1,22.337395,73.225215,15.226497775576945,1,0
1,542.5030255,1,19.015576,72.85144100000001,16.380459992348886,1,0
3,1046.9096029999998,1,19.12,72.91,17.073607134447293,1,0
1,700.0785135,1,18.964489,73.019574,15.49260730578806,1,0
2,818.1074447999999,1,15.395689,73.985541,14.914123179965662,0,1
2,710.1355712999999,1,13.205570000000002,79.09588000000001,14.603968372873895,0,1
2,1119.938493,1,30.662283,76.822397,15.2902737959047,1,0
3,1868.829337,1,28.365512,77.34630600000001,15.483217567201578,1,0
3,1497.222222,1,12.889549,77.563506,15.50005612841392,1,0
2,759.0890931,1,18.549645,73.924971,15.555976908243359,1,0
3,1435.26655,1,16.570399,80.54779,15.404745967162468,0,1
3,1676.197284,1,22.54111,88.33778000000001,16.05409042759221,1,0
1,775.0269107,1,15.517435999999998,73.837592,15.096444681204078,1,0
2,1050.105011,1,12.824586,80.046842,15.068273812173887,0,1
2,1258.574036,1,18.518797,73.933947,16.811242881518265,1,0
2,1200.0,1,26.876538,75.58753,14.914123179965662,0,1
1,720.2095155000001,1,17.621968,75.91891600000001,14.316286451937186,1,0
3,1800.180018,1,12.995285,77.766797,15.894952224644102,0,1
3,1289.98968,1,13.338634,77.759291,15.830413711839864,1,0
3,1250.0,1,19.1347,72.8553,17.249497794707484,1,0
3,1346.1538460000002,1,12.957468,77.516563,15.76142084987672,0,1
4,2424.242424,1,20.257483,85.780142,16.300417291085605,1,0
1,760.0,1,12.915026,77.668562,15.555976908243359,0,1
2,1199.19042,1,18.5438,73.9438,15.777012801779424,1,0
3,2233.980012,1,22.529,88.368,16.759949589762293,1,0
4,3931.137319,1,28.415742,77.028867,17.87595358575207,1,0
2,700.280112,1,26.968933000000003,75.755339,14.220976332738882,1,0
2,1170.194459,1,12.904179,77.665897,15.732433317205148,1,0
3,1480.300615,1,9.930471,76.271273,15.687312888712007,1,0
3,1450.292398,1,21.0,77.0,15.64006001130563,1,0
2,1189.510679,0,12.9077,77.6755,15.29711532616119,0,0
3,1601.097896,1,12.327102,76.58644100000001,15.76142084987672,0,1
4,2630.976893,1,12.8855,77.5638,16.951004817371683,1,0
3,1000.0,1,24.692547,78.408129,15.096444681204078,0,1
1,501.156515,1,22.58444,88.26639,14.077875591662238,1,0
4,2733.4851940000003,1,26.930121000000003,75.790763,16.705882371415992,1,0
6,2799.736495,1,23.40572,87.892319,15.955576839107596,0,1
2,950.0206526,1,28.5035,77.426447,15.341567078850604,0,1
2,1100.016923,1,13.23,77.7,15.687312888712007,0,1
3,1941.747573,1,28.479440000000004,76.971432,16.213405921671733,1,0
3,884.8195737,0,19.111438,72.878724,16.951004817371683,1,0
5,5000.0,1,28.63676,77.36315,16.811242881518265,1,0
4,2539.0886010000004,1,28.488415000000003,77.285903,16.759949589762293,1,0
4,3160.806006,1,12.953042,77.73264300000001,16.993564429978885,1,0
2,950.0,1,12.86,77.786,15.150511887854474,0,1
4,2574.959945,1,24.69028,78.41889,17.622173069956816,1,0
2,1434.514417,1,13.071638,77.536916,16.118095750958314,0,1
3,1350.074254,1,18.5993,73.7625,16.118095750958314,1,0
1,585.0585058999999,1,28.560719,77.386208,14.99416586199818,0,1
3,1305.104408,1,18.52361,73.84778,16.012735246411598,1,0
3,1500.0,0,12.931889,80.252422,15.747032114495013,1,0
2,1400.233372,1,22.472622,88.38138599999999,15.607270193858982,0,1
1,614.0934446,1,19.213466,72.835096,16.300417291085605,1,0
3,980.0918836,1,22.747639000000003,88.600902,14.978661680269907,0,1
2,1050.0,1,12.957468,77.516563,15.390357232668071,1,0
2,1265.1265130000002,1,13.33222,74.74611,15.341567078850604,0,1
2,1115.1379980000002,1,18.96667,72.83333,15.894952224644102,1,0
2,959.9638602,1,19.1955,72.8728,16.648723960844016,1,0
4,2301.656495,1,19.0201,72.8381,18.005165315142214,1,0
2,1150.086256,1,18.52361,73.84778,15.607270193858982,1,0
2,1373.913043,0,12.9182,80.0824,15.659229924350877,1,0
2,1186.083289,1,18.558319,73.77588,16.012735246411598,1,0
3,1350.063532,1,21.14728,79.044557,15.955576839107596,0,1
2,1158.655182,1,26.90595,83.97721899999999,15.24342683358311,1,0
2,1350.048216,1,28.5942,77.3675,15.76142084987672,1,0
3,1900.029231,1,19.0164,72.8294,17.989897843244528,1,0
4,3052.503053,1,28.378021,77.063066,17.034386422832473,1,0
3,1686.874012,1,13.03478,80.15586,16.588099342704055,1,0
3,1545.117429,1,12.9958935,77.761394,16.52356082573315,0,1
3,1560.14513,1,30.662283,76.822397,15.536490024022143,1,0
3,1050.105011,1,22.628646,88.433798,15.068273812173887,0,1
3,1588.677065,1,12.9958935,77.761394,16.213405921671733,1,0
4,2631.578947,1,12.8855,77.5638,16.951004817371683,1,0
4,2138.271605,1,12.91716,80.19287,15.974225396012052,1,0
3,1400.0,1,21.152819,79.06953100000001,15.068273812173887,0,1
2,1246.231156,1,18.966114,73.148278,15.64006001130563,1,0
3,2393.031492,1,12.96991,77.59796,17.034386422832473,0,1
3,1175.406872,1,26.766890000000004,75.83608100000001,14.77102238760702,0,1
2,881.0136607000001,1,28.9196,76.8972,15.308414878861498,0,1
3,1150.012778,1,13.13183,80.13082,15.319588176962746,0,1
4,2036.141512,1,28.494181,77.290609,16.588099342704055,1,0
2,825.1561106,1,23.35556,85.33471999999999,15.123843647884687,0,1
2,669.8764915,1,24.69028,78.41889,14.978661680269907,1,0
2,1250.0,1,23.928951,86.523706,14.914123179965662,0,1
2,1264.658542,1,12.907374,77.625811,16.213405921671733,1,0
2,1000.0,1,22.54111,88.33778000000001,15.363073279446223,0,1
2,610.1281269,1,22.071771,88.228323,14.508658238524095,0,1
2,1000.0,1,28.570553000000004,77.345958,15.789591722875162,1,0
3,1694.915254,1,12.9381,77.7042,16.012735246411598,0,1
1,508.0313784,1,21.104470000000003,79.092709,15.732433317205148,1,0
3,1685.122773,1,28.506454,77.40956800000001,15.76142084987672,0,1
3,1989.719781,1,12.9255,77.6765,16.300417291085605,1,0
1,760.0434311,1,19.3,73.06667,14.845130332288226,1,0
3,1719.804207,1,12.928575,77.58572099999999,16.380459992348886,1,0
2,919.3993258,1,19.235,72.8598,16.52356082573315,1,0
2,900.0,1,25.430986,77.649867,14.962913328262083,0,1
4,2857.142857,1,30.661104,76.746082,16.648723960844016,1,0
2,1044.1226,1,30.73528,76.79111,15.64006001130563,1,0
3,1259.974801,1,12.96991,77.59796,16.012735246411598,1,0
2,1163.112711,1,26.773189,75.61191,15.250595321348806,0,1
2,583.0009205,0,19.12,72.91,16.759949589762293,1,0
2,890.1061279999999,1,28.579004,77.431173,14.77102238760702,1,0
2,829.6405711,0,12.91716,80.19287,15.030423599064406,1,0
3,1553.277415,1,24.69028,78.41889,16.52356082573315,1,0
2,950.0285009,1,22.724352,75.878033,15.424948670398354,0,1
3,1829.914283,1,24.69028,78.41889,16.759949589762293,1,0
3,1639.3442619999998,1,13.11389,77.59833,16.118095750958314,1,0
2,1150.159744,1,24.69028,78.41889,15.501909696719672,1,0
2,999.6227839,1,21.764509,72.147586,14.790070575320824,0,1
1,680.0832755,1,19.049989,73.077321,15.404745967162468,1,0
3,1300.2022539999998,1,26.91667,75.86667,15.319588176962746,1,0
3,1076.040172,1,22.301625,88.242147,15.319588176962746,0,1
3,1537.232981,1,28.587711,77.403123,15.856731016694035,1,0
2,960.0548603,1,18.595456,73.946088,15.53827733427679,1,0
2,982.239942,1,28.553374,77.355611,14.812459561859505,1,0
4,2787.132737,1,12.96991,77.59796,16.993564429978885,1,0
3,1585.550807,1,19.05871,72.89969,16.951004817371683,1,0
2,910.9756098,0,12.982389,80.22318299999999,15.826405690977799,0,0
2,1074.972437,1,20.353795,85.82101999999999,15.176487367510099,1,0
3,1597.237211,1,12.96991,77.59796,15.816990693309524,1,0
2,1223.362273,1,12.973237,77.64685899999999,14.946912992035967,0,1
3,1600.365798,1,28.2102,76.8606,15.068273812173887,0,1
1,575.1533742,1,17.524875,73.520142,14.220976332738882,0,1
2,1200.0,1,14.433329999999998,79.96667,14.80876270134486,0,1
3,1600.0,1,22.312358,73.145436,15.86963441986494,1,0
2,800.0,1,21.033401,79.491924,14.914123179965662,0,1
3,1355.01355,1,22.473819,70.05781,15.520258832020865,0,1
4,2624.425907,1,19.239813,72.962722,17.147715103853763,1,0
2,596.0982659,1,25.879721,86.587391,14.316286451937186,0,1
2,1372.212693,1,18.5853,73.7413,15.894952224644102,1,0
2,1556.0165980000002,1,18.250791,76.500997,16.012735246411598,0,1
2,1165.660998,1,19.1759,72.9522,16.648723960844016,1,0
2,684.9315068,1,12.86,77.786,14.77102238760702,0,1
2,1243.118451,1,12.863589,77.656426,15.76142084987672,0,1
3,1400.258509,1,30.678174,76.712936,15.687312888712007,0,1
1,690.0012545,1,21.56128,74.21238000000001,15.520258832020865,1,0
2,796.6666667000001,1,26.908137,81.03398100000001,14.686804342317648,1,0
3,1366.136035,1,23.35556,85.33471999999999,15.367319569426122,1,0
2,1000.0,1,28.9196,76.8972,15.319588176962746,0,1
3,977.7163586,0,12.9958935,77.761394,15.548934626857795,0,0
2,1050.241272,1,21.712039,72.980173,15.123843647884687,1,0
2,1094.152626,1,30.684523,76.691728,15.523888599412683,1,0
3,1107.113202,1,13.1236,80.0279,15.201805169084134,0,1
3,1250.0,1,22.288976,73.128222,14.914123179965662,1,0
3,1700.0,1,28.587859,77.35592700000001,15.955576839107596,0,1
2,1197.5,0,24.69028,78.41889,15.382041178155344,0,0
3,1824.921585,1,19.0242,73.0172,17.281246492014,1,0
3,1739.3376219999998,1,28.587711,77.403123,15.803385043104912,1,0
2,1060.0706710000002,1,18.558319,73.77588,15.90737474309945,1,0
3,617.4745292,0,18.452663,73.93104,15.607270193858982,1,0
3,1300.0,1,28.668757,77.32633,15.687312888712007,0,1
2,1225.074938,1,18.5481,73.8995,16.056220353623207,1,0
2,888.0994671,1,28.939024,77.689176,14.731801689838349,0,1
2,1425.081433,1,28.874383,77.113251,15.068273812173887,0,1
2,888.9192793,1,19.015576,72.85144100000001,17.073607134447293,1,0
1,849.9906594,1,19.1983,72.8409,16.02378508137718,1,0
2,900.0620732000001,1,21.167876,79.006178,14.88022163978423,0,1
2,1195.652174,1,18.5481,73.8995,16.213405921671733,1,0
2,1200.030001,1,13.040383,80.23734300000001,16.588099342704055,0,1
3,1801.456497,1,30.664299,76.817624,15.363073279446223,1,0
2,1049.868766,1,16.706784,74.234944,15.607270193858982,0,1
1,658.9473684,1,24.69028,78.41889,14.956543882005104,1,0
2,847.9366874,1,13.0604,80.2657,14.914123179965662,0,1
3,1814.196242,1,20.257483,85.780142,15.977683612316367,1,0
2,648.0093961,1,19.1983,72.8409,16.588099342704055,1,0
2,1005.025126,1,24.69028,78.41889,15.039286283703994,1,0
1,745.0050796,1,19.047207,73.080342,15.702580358511794,1,0
2,1019.969938,1,19.255098,72.9815265,16.066802461833923,1,0
2,940.2283412,1,23.25,77.41667,14.845130332288226,0,1
3,1314.108414,1,18.669919,73.853723,15.789591722875162,0,1
1,680.0077715,0,24.69028,78.41889,15.76142084987672,1,0
2,1175.088132,1,22.575343,88.433715,15.894952224644102,1,0
2,1192.078446,1,12.96991,77.59796,15.64006001130563,0,1
2,890.2077151000001,1,22.403867,88.47000600000001,14.914123179965662,1,0
2,1346.181097,1,12.9958935,77.761394,16.066802461833923,1,0
3,1350.435624,1,30.75501,76.64051500000001,14.841552512220423,0,1
2,1065.162907,1,18.52361,73.84778,15.732433317205148,0,1
3,1718.58217,1,30.719268,76.660791,15.38412668421143,0,1
2,850.0877075,1,19.085225,73.661835,15.656060350091908,0,1
2,1050.052503,1,18.96,72.82,16.012735246411598,1,0
2,1084.615385,0,21.094632,79.074805,15.257712787429051,0,0
1,665.0901567000001,1,18.728912,72.926902,14.626441218624949,1,0
2,720.0620361,1,13.09,80.27,15.687312888712007,0,1
2,749.2085825,1,22.69763,88.462075,14.571633007169066,1,0
3,1065.2463380000002,1,22.592164,88.46201500000001,15.201805169084134,0,1
3,1969.254224,1,13.011261,77.55503399999999,17.249497794707484,1,0
2,1230.0123,1,26.91667,75.86667,14.914123179965662,0,1
2,1049.723757,1,20.26444,85.82806,15.150511887854474,0,1
3,1486.013986,1,22.323406,73.24039499999999,15.039286283703994,0,1
3,1350.2285,1,30.689021,76.860403,15.687312888712007,1,0
2,1157.109797,1,24.69028,78.41889,16.012735246411598,1,0
3,2180.376611,1,21.17,72.83,16.213405921671733,1,0
4,2020.930233,0,12.845659,80.231049,15.977683612316367,1,0
3,2412.545235,1,21.17,72.83,15.894952224644102,1,0
2,650.0,1,19.1759,72.9522,16.380459992348886,1,0
2,1067.101877,1,20.742166,80.104602,16.648723960844016,1,0
2,1005.356407,1,12.326657,76.63796500000001,15.400655982747342,0,1
3,1259.731069,1,28.884738,76.599386,15.08527138372705,0,1
2,829.0322581,0,23.14968,79.97146500000001,14.759416845976386,0,0
2,1070.009172,1,12.96991,77.59796,15.76142084987672,0,1
2,1009.174312,1,12.995285,77.766797,15.29711532616119,0,1
3,1700.6802719999998,1,31.283624,75.577352,15.201805169084134,0,1
3,1500.0,1,21.17,72.83,15.319588176962746,1,0
3,1695.2417649999998,1,28.5035,77.426447,15.990262393084793,1,0
3,2256.06317,1,30.710021,76.857258,16.300417291085605,0,1
3,1450.039547,1,12.996619,77.668989,15.520258832020865,0,1
3,1853.129621,1,30.6665,76.8625,15.833076828904737,1,0
3,1638.576779,1,13.055985,77.622157,16.454567959008102,0,1
2,1150.086256,1,22.730049,75.893253,15.201805169084134,1,0
2,1090.066767,1,12.96991,77.59796,15.894952224644102,0,1
2,1334.986173,1,12.9255,77.6765,16.454567959008102,1,0
3,1448.979592,0,25.728593,78.457598,15.0824584431417,0,0
2,1199.949476,1,18.96,72.82,16.759949589762293,1,0
2,1244.997777,1,19.155552,72.997112,16.454567959008102,1,0
2,973.0250482,1,12.265026,76.62469,15.434898999271326,1,0
3,1434.375,1,22.1764,75.8193,15.339390799901627,1,0
4,3774.534474,1,9.967,76.2998,17.216707972959764,1,0
3,1531.213192,1,9.59167,76.52221999999999,15.46416937585933,0,1
3,1590.974834,1,13.092356,77.61346800000001,16.213405921671733,1,0
3,1480.974541,1,20.353795,85.82101999999999,15.50375983566553,1,0
3,1545.064378,1,24.69028,78.41889,17.11134746100564,1,0
3,1597.6567699999998,1,12.97045,77.712284,16.300417291085605,1,0
7,600.0905797,1,23.204425,75.785916,14.790070575320824,0,1
3,1863.459258,1,13.055985,77.622157,16.213405921671733,1,0
1,557.0409982000001,1,22.497621,75.666905,14.038654909278163,0,1
2,985.1138354,1,12.96991,77.59796,15.319588176962746,1,0
2,1261.171797,1,32.126321999999995,76.541845,15.663965528349177,0,1
2,1126.549005,1,19.049214000000003,73.072916,16.300417291085605,1,0
4,2494.387628,1,28.506454,77.40956800000001,16.118095750958314,1,0
3,1176.124669,1,22.65921,88.4384,15.201805169084134,1,0
3,1829.473684,1,21.0,77.0,15.977683612316367,1,0
3,884.8382957999999,1,24.69028,78.41889,16.811242881518265,1,0
3,990.4827527,1,19.1759,72.9522,16.951004817371683,1,0
2,985.2216749,1,18.637802,73.745912,15.201805169084134,1,0
3,1246.231156,1,28.587711,77.403123,15.64006001130563,0,1
3,1680.0079059999998,1,18.96667,72.83333,17.341871111992198,1,0
3,1700.1020059999998,1,24.69028,78.41889,16.52356082573315,1,0
3,1573.200074,1,13.055985,77.622157,15.955576839107596,1,0
3,1433.785193,1,19.040066,73.115347,16.213405921671733,1,0
2,1134.081512,1,13.04034,77.591347,16.077273760604726,1,0
3,991.1348494,1,19.18,72.96333,16.705882371415992,1,0
2,800.0,1,18.430375,73.815337,15.76142084987672,0,1
2,1200.120012,1,9.930471,76.271273,15.201805169084134,0,1
4,1718.8037129999998,1,28.5679,77.3679,16.118095750958314,1,0
2,1170.194459,1,12.952357,77.72250600000001,15.732433317205148,0,1
3,850.0303582,1,26.163543,91.684482,15.250595321348806,0,1
3,2000.0,1,30.66486,76.70610699999999,16.13789837629371,1,0
1,850.0510031,1,28.689982,77.339807,14.731801689838349,0,1
3,1750.087504,1,19.05871,72.89969,17.216707972959764,1,0
2,945.1795841,1,22.54111,88.33778000000001,15.201805169084134,0,1
2,821.9567691000001,1,28.506454,77.40956800000001,14.876767406109316,0,1
2,1135.0737800000002,1,26.959353000000004,75.77919399999999,15.424948670398354,0,1
3,1668.613382,1,28.406281,77.022817,16.118095750958314,1,0
2,1000.0,1,19.094268,73.011499,15.379951313672638,1,0
4,2724.088727,1,28.401971000000003,77.09943299999999,16.860033043306743,1,0
3,1086.56284,0,19.015576,72.85144100000001,17.216707972959764,1,0
2,1180.092355,1,12.967994,77.683497,15.341567078850604,0,1
2,991.9121013,1,19.371618,72.824114,16.380459992348886,1,0
2,965.0495566,1,28.698133,77.335746,15.123843647884687,0,1
3,1930.200819,1,12.9407,77.7466,16.108045416114916,0,1
2,1250.0,1,22.690454000000003,75.83176999999999,15.319588176962746,1,0
2,911.7647059,1,12.982389,80.22318299999999,15.86320353036178,1,0
2,890.1515152000001,1,18.651598,73.735448,15.363073279446223,1,0
1,675.024108,1,24.69028,78.41889,15.250595321348806,1,0
2,513.6586505,1,24.69028,78.41889,16.213405921671733,1,0
2,1020.007846,1,13.013312,77.662077,15.46416937585933,1,0
2,968.9922481,1,19.218498,72.992114,16.118095750958314,1,0
1,546.5985057,1,28.2102,76.8606,14.144815024531075,1,0
2,1000.0,1,17.001607,82.262447,14.897316067298997,0,1
3,1500.0,1,10.999392,76.997254,16.012735246411598,0,1
2,1223.404255,1,24.69028,78.41889,16.951004817371683,1,0
4,3850.160801,1,19.0242,73.0172,18.258161826219297,1,0
2,1075.088191,1,28.583704,77.360401,15.671808704579888,1,0
2,1195.652174,1,18.49667,73.94167,16.213405921671733,1,0
2,1070.090958,1,18.798889000000003,73.323278,15.607270193858982,1,0
1,1303.4168140000002,1,27.36,78.03,16.454567959008102,0,1
3,1168.184161,1,13.070052,77.62715,15.732433317205148,0,1
1,685.0488097,1,24.69028,78.41889,15.201805169084134,1,0
2,1380.248834,1,30.66486,76.70610699999999,15.775605482856605,1,0
3,1350.135014,1,22.623598,88.441186,15.830413711839864,1,0
3,2061.698228,1,19.1759,72.9522,17.11134746100564,1,0
2,1085.031001,1,39.912312,-86.21248800000001,14.711598990684092,0,1
2,1100.196464,1,27.2142,77.9473,14.845130332288226,0,1
2,531.6635161,1,23.16083,77.46833000000001,14.626441218624949,0,1
2,1518.75,1,20.237902,85.785818,15.396549201637972,1,0
2,1273.180183,1,28.431862,77.351104,15.341567078850604,1,0
2,1000.0,1,19.303852,84.826391,14.731801689838349,0,1
2,749.3352671,1,18.490075,73.968862,14.946912992035967,1,0
3,1230.031949,1,23.185756,77.498465,15.163583966004193,0,1
2,1006.289308,1,26.832353,75.841749,15.201805169084134,0,1
3,2015.173068,1,30.662283,76.822397,15.955576839107596,1,0
2,659.9450046000001,1,18.5084,73.6892,15.096444681204078,0,1
3,1553.51872,1,18.5993,73.7625,16.118095750958314,1,0
3,1511.030523,1,21.109388,79.024596,15.424948670398354,0,1
2,980.0427655,1,28.6221,77.3674,15.520258832020865,1,0
2,1000.0,1,16.214663,74.333985,14.914123179965662,0,1
2,1755.1104690000002,1,12.9407,77.7466,15.955576839107596,0,1
2,900.090009,1,19.097621,73.00088199999999,15.894952224644102,1,0
2,1280.2275960000002,1,21.17,72.83,15.096444681204078,1,0
2,700.1166861,1,16.694928,74.287768,14.690979711984754,0,1
2,1300.075586,1,12.9259,77.6229,15.967272877502799,1,0
3,1404.030393,1,18.578765,73.890693,15.955576839107596,1,0
2,883.0548926000001,1,28.579004,77.431173,15.123843647884687,0,1
2,766.0577490000001,1,12.80009,77.71181999999999,14.77102238760702,0,1
3,2550.0255,1,19.05444,72.84056,18.258161826219297,1,0
3,1664.007294,1,13.010349,77.712151,15.803385043104912,1,0
2,950.0146156,1,13.077741,80.16490300000001,15.687312888712007,0,1
3,1232.162459,1,28.40473,77.367514,15.317363482435562,1,0
3,777.9349364,0,18.96,72.82,16.213405921671733,1,0
3,1830.0,1,23.399528,85.357421,15.806121022549506,1,0
2,680.1645049,1,22.470809,88.36318100000001,14.580978865220017,1,0
3,1598.818122,1,31.316839,75.57435,15.398604700397561,0,1
2,1209.964413,1,12.96991,77.59796,15.955576839107596,1,0
1,523.1037489,1,10.610246,76.04374399999999,14.690979711984754,0,1
2,850.0323206,1,21.19233,79.062102,14.782494784382012,0,1
2,1070.205479,1,12.9958935,77.761394,15.424948670398354,0,1
1,710.1449275,1,22.3146,73.1643,14.711598990684092,0,1
2,1500.019737,1,20.742166,80.104602,17.453096744006448,1,0
3,1095.023726,1,24.69028,78.41889,17.11134746100564,1,0
2,787.2340426,0,24.781911,78.250828,14.430696737594902,0,0
4,2622.377622,1,13.055985,77.622157,16.705882371415992,1,0
1,719.7802197999999,0,28.743724,76.81131500000001,15.694975760283178,1,0
2,1220.362622,1,59.912884,10.741975,15.068273812173887,0,1
2,929.9895507,0,25.273958,83.020664,15.08527138372705,0,0
2,1270.168211,1,20.958281,72.93265799999999,15.123843647884687,0,1
1,600.0375022999999,1,24.69028,78.41889,14.978661680269907,1,0
2,1099.903939,1,30.74,76.65,14.64406281221155,1,0
2,874.7949699,1,26.417963,80.365018,14.978661680269907,0,1
2,1099.016854,1,18.651598,73.735448,15.649690902820678,1,0
1,679.9830003999999,1,20.386816,72.90114799999999,14.285514812209815,0,1
3,1803.551609,1,28.553374,77.355611,16.380459992348886,1,0
3,888.0308880000001,0,39.4741165,-87.07256579999999,14.648420115681892,0,0
2,1275.009808,1,12.96991,77.59796,15.687312888712007,1,0
3,1887.927792,1,28.406388,77.342588,15.42894069087108,1,0
2,1000.0,1,20.230195,85.816005,15.009433329466965,1,0
3,2857.142857,1,26.8626,75.7633,16.300417291085605,1,0
3,1709.2391300000002,1,30.662283,76.822397,15.654471787659123,1,0
2,850.0510031,1,19.979766,77.43124,14.731801689838349,0,1
2,960.1536246,1,26.850391,75.814198,15.201805169084134,0,1
2,620.6896552000001,0,24.69028,78.41889,15.789591722875162,1,0
3,1506.906656,1,15.4425,73.88306,15.789591722875162,1,0
3,2036.400662,1,35.0,136.0,16.588099342704055,1,0
2,900.2057613,1,21.111835,79.038732,15.068273812173887,0,1
3,1965.704726,1,22.24124,73.200301,15.363073279446223,0,1
2,712.0605251000001,1,22.50686,88.223965,14.978661680269907,0,1
2,700.0350017999999,1,22.54111,88.33778000000001,14.508658238524095,0,1
3,1996.007984,1,13.055985,77.622157,16.52356082573315,1,0
2,679.9069601,1,28.5889,77.3352,15.150511887854474,1,0
2,727.2149889,1,22.470809,88.36318100000001,14.64406281221155,1,0
2,1079.710145,1,12.90579,77.54264,15.312899190303373,1,0
2,1001.078084,1,12.96991,77.59796,15.687312888712007,1,0
3,919.8879552,0,22.54111,88.33778000000001,15.920863481428611,1,0
1,603.0032848,1,18.96,72.82,14.759416845976386,1,0
2,1229.13039,1,24.69028,78.41889,16.300417291085605,1,0
2,1070.009172,1,12.96991,77.59796,15.76142084987672,1,0
3,2011.060835,1,24.69028,78.41889,16.811242881518265,1,0
2,1032.169276,1,15.462648000000002,73.804488,16.300417291085605,0,1
4,1399.688958,1,28.947812,77.691887,15.096444681204078,0,1
2,633.000422,1,26.148136,91.786957,15.319588176962746,0,1
3,2180.566182,1,30.74,76.65,15.555976908243359,1,0
2,1088.0,1,20.26444,85.82806,15.221607546380344,0,1
1,700.152207,1,21.17,72.83,14.648420115681892,0,1
2,1308.00269,1,30.719268,76.660791,15.173919972664004,0,1
2,1200.0,1,22.709351,75.900743,14.914123179965662,1,0
2,502.3283464,0,24.862517,78.28246700000001,15.438851572806005,1,0
1,597.3645681,1,18.595456,73.946088,14.528460365820399,1,0
3,1809.805857,1,26.906098,75.825254,16.213405921671733,1,0
3,1800.2195390000002,1,30.706256,75.70013399999999,15.919644834185693,1,0
3,1668.662675,1,30.752321,76.772816,15.24582180450094,1,0
3,1174.958693,1,20.098413,79.10786,15.671808704579888,1,0
2,900.0,1,25.628712,85.118502,15.319588176962746,0,1
2,1246.882793,1,24.58333,73.68333,15.201805169084134,0,1
2,900.0,1,16.692116,74.218423,15.096444681204078,0,1
3,1715.296198,1,12.96991,77.59796,16.08763654656639,0,1
2,1136.363636,1,22.47,70.07,14.88022163978423,0,1
1,836.6762177999999,1,30.73528,76.79111,14.887094516710158,1,0
3,1100.16044,1,12.96991,77.59796,15.38412668421143,0,1
3,1848.387097,1,21.151992,72.81002,15.561226263210976,1,0
